monthly_income,payment_history_rate,savings_level,active_credits,debt_ratio,payment_capacity,employment_months,conventional_score,product_count,has_mora,age,intelligent_score,profile,recommended_products
11318.1,75.6,28771.6,1,44.37,55.63,360,84,4,0,65,76,ADVANCED,Linea paralela; Cuenta sueldo premium; Productos premium; Credito vehicular
11430.77,76.65,54986.77,3,67.57,32.43,103,88,2,0,27,67,BASIC,Cuenta de ahorro; Microcredito controlado
6048.26,77.51,6132.69,0,31.74,68.26,85,80,2,0,27,76,ADVANCED,Fondos mutuos; Cuenta sueldo premium
7730.61,57.78,8223.66,3,28.15,71.85,178,59,2,1,42,45,BASIC,Programa de educacion financiera; Ahorro programado
9149.11,86.48,23270.48,1,39.76,60.24,64,89,2,0,28,84,ADVANCED,Cuenta sueldo premium; Credito hipotecario
10237.78,62.84,28381.89,3,26.6,73.4,88,64,2,1,24,51,BASIC,Ahorro programado; Debito automatico
8662.56,90.28,22350.56,4,50.07,49.93,106,83,4,0,44,80,INTERMEDIATE,Credito de consumo; Consolidacion de deuda; Seguro de proteccion de pagos; Prestamo personal
7728.61,90.32,9154.67,0,57.56,42.44,263,81,2,0,42,75,ADVANCED,Productos premium; Credito vehicular
3541.56,83.76,5160.77,0,30.64,69.36,208,81,2,0,41,78,ADVANCED,Linea paralela; Credito hipotecario
9109.82,99.87,23576.62,0,22.16,77.84,226,91,3,0,58,88,ADVANCED,Credito hipotecario; Productos premium; Linea paralela
1610.21,50.69,6913.71,4,52.77,47.23,360,56,2,1,52,40,BASIC,Cuenta de ahorro; Programa de educacion financiera
12598.66,90.26,0.0,1,32.39,67.61,91,81,3,0,32,75,ADVANCED,Credito hipotecario; Productos premium; Fondos mutuos
11034.79,54.6,17978.94,2,32.54,67.46,341,62,2,1,46,45,BASIC,Programa de educacion financiera; Debito automatico
5289.89,63.87,14738.85,1,56.83,43.17,55,71,2,0,31,65,INTERMEDIATE,Tarjeta de credito inicial; Prestamo personal
5499.67,85.24,2150.32,1,12.76,87.24,164,82,3,0,64,79,ADVANCED,Cuenta sueldo premium; Fondos mutuos; Credito hipotecario
6875.01,69.29,26211.19,1,23.34,76.66,98,64,2,1,26,53,BASIC,Microcredito controlado; Cuenta de ahorro
10639.59,79.35,24563.83,6,74.72,25.28,68,69,2,0,35,56,BASIC,Cuenta de ahorro; Programa de educacion financiera
11667.32,57.16,0.0,1,42.91,57.09,193,53,2,1,42,34,BASIC,Cuenta de ahorro; Ahorro programado
3659.2,87.58,8830.12,1,30.81,69.19,122,86,3,0,34,84,ADVANCED,Credito vehicular; Fondos mutuos; Credito hipotecario
12851.39,70.45,0.0,4,28.4,71.6,219,55,2,1,42,41,BASIC,Cuenta de ahorro; Debito automatico
6011.27,58.38,0.0,2,26.57,73.43,101,51,2,1,44,36,BASIC,Cuenta de ahorro; Debito automatico
8260.9,87.38,0.0,3,23.06,76.94,51,76,4,0,23,73,ADVANCED,Credito vehicular; Productos premium; Credito hipotecario; Fondos mutuos
7225.53,78.33,10191.12,1,14.44,85.56,305,83,4,0,43,79,ADVANCED,Productos premium; Linea paralela; Credito vehicular; Cuenta sueldo premium
1933.67,86.98,428.8,6,44.94,55.06,253,61,2,0,43,62,INTERMEDIATE,Tarjeta de credito inicial; Credito de consumo
15287.32,77.21,19659.23,0,25.3,74.7,78,85,3,0,24,78,ADVANCED,Fondos mutuos; Cuenta sueldo premium; Credito vehicular
6905.07,81.62,12226.26,0,51.43,48.57,105,82,4,0,28,77,ADVANCED,Linea paralela; Productos premium; Fondos mutuos; Cuenta sueldo premium
7545.4,51.85,3811.87,0,48.57,51.43,249,49,2,1,37,31,BASIC,Programa de educacion financiera; Ahorro programado
6436.84,76.1,20373.6,3,33.7,66.3,75,80,4,0,26,76,ADVANCED,Productos premium; Fondos mutuos; Cuenta sueldo premium; Linea paralela
6813.45,84.69,17568.16,3,63.32,36.68,97,78,4,0,32,72,ADVANCED,Linea paralela; Cuenta sueldo premium; Credito hipotecario; Fondos mutuos
5552.12,64.21,0.0,0,20.98,79.02,102,52,2,1,29,39,BASIC,Debito automatico; Cuenta de ahorro
3211.16,72.8,6247.05,1,51.54,48.46,289,79,4,0,56,73,ADVANCED,Credito hipotecario; Linea paralela; Fondos mutuos; Productos premium
7246.6,79.65,5997.19,0,41.79,58.21,217,78,3,0,38,71,ADVANCED,Productos premium; Fondos mutuos; Credito hipotecario
4582.12,83.98,26838.75,3,38.54,61.46,328,90,3,0,64,84,ADVANCED,Credito vehicular; Cuenta sueldo premium; Productos premium
15365.04,83.96,55564.3,3,76.13,23.87,135,87,2,0,36,67,BASIC,Microcredito controlado; Ahorro programado
7647.49,81.76,11777.9,1,32.73,67.27,96,81,3,0,37,76,ADVANCED,Cuenta sueldo premium; Productos premium; Fondos mutuos
10460.01,74.41,5725.1,0,41.76,58.24,329,79,2,0,44,71,ADVANCED,Linea paralela; Productos premium
10530.17,58.12,4083.69,0,54.99,45.01,97,50,2,1,29,32,BASIC,Ahorro programado; Microcredito controlado
5083.46,91.74,0.0,3,43.43,56.57,94,74,3,0,26,69,INTERMEDIATE,Tarjeta de credito inicial; Consolidacion de deuda; Prestamo personal
13556.21,76.87,0.0,0,45.84,54.16,122,79,3,0,40,69,INTERMEDIATE,Credito de consumo; Tarjeta de credito inicial; Prestamo personal
5572.58,55.72,0.0,1,34.86,65.14,265,50,2,1,43,34,BASIC,Programa de educacion financiera; Microcredito controlado
4840.8,68.69,7211.82,1,45.73,54.27,131,74,3,0,43,66,INTERMEDIATE,Consolidacion de deuda; Prestamo personal; Seguro de proteccion de pagos
14623.66,96.47,21341.55,2,26.85,73.15,79,91,4,0,29,87,ADVANCED,Productos premium; Credito hipotecario; Fondos mutuos; Cuenta sueldo premium
3063.06,84.96,2560.04,1,50.78,49.22,139,75,2,0,43,70,ADVANCED,Cuenta sueldo premium; Linea paralela
4503.66,85.53,0.0,3,41.48,58.52,31,68,2,0,22,65,INTERMEDIATE,Prestamo personal; Credito de consumo
13501.15,36.85,8703.56,1,72.85,27.15,65,44,2,1,37,12,BASIC,Microcredito controlado; Cuenta de ahorro
7447.25,67.29,0.0,2,40.15,59.85,188,73,3,0,36,64,INTERMEDIATE,Tarjeta de credito inicial; Prestamo personal; Consolidacion de deuda
3832.07,65.16,6560.46,6,45.95,54.05,72,41,2,1,25,34,BASIC,Programa de educacion financiera; Cuenta de ahorro
3300.59,90.66,8733.54,4,54.21,45.79,360,75,4,0,53,73,INTERMEDIATE,Consolidacion de deuda; Credito de consumo; Seguro de proteccion de pagos; Tarjeta de credito inicial
4657.18,62.49,2823.1,4,25.47,74.53,103,50,2,1,33,39,BASIC,Microcredito controlado; Debito automatico
6454.51,62.79,5887.84,0,32.81,67.19,360,56,2,1,68,41,BASIC,Programa de educacion financiera; Debito automatico
2543.5,79.37,4839.85,0,43.84,56.16,67,76,3,0,28,74,ADVANCED,Cuenta sueldo premium; Credito hipotecario; Fondos mutuos
4094.78,84.98,4162.88,0,49.55,50.45,226,77,2,0,47,72,ADVANCED,Fondos mutuos; Linea paralela
14077.91,90.33,0.0,3,23.28,76.72,241,86,3,0,59,79,ADVANCED,Cuenta sueldo premium; Productos premium; Credito vehicular
9838.73,73.3,4433.02,0,31.29,68.71,50,75,2,0,21,70,ADVANCED,Credito vehicular; Linea paralela
12963.55,85.52,18502.32,1,33.88,66.12,181,66,2,1,39,52,BASIC,Programa de educacion financiera; Cuenta de ahorro
12702.9,47.52,76539.06,1,57.69,42.31,113,67,2,1,33,45,BASIC,Cuenta de ahorro; Programa de educacion financiera
7173.36,72.74,19226.16,1,39.12,60.88,221,83,2,0,38,77,ADVANCED,Credito vehicular; Linea paralela
5687.93,83.45,9934.86,4,45.98,54.02,251,81,3,0,46,78,INTERMEDIATE,Credito de consumo; Seguro de proteccion de pagos; Prestamo personal
8295.78,74.21,0.0,1,13.78,86.22,122,79,4,0,40,73,ADVANCED,Credito hipotecario; Linea paralela; Fondos mutuos; Credito vehicular
12917.32,76.83,27954.03,6,43.45,56.55,351,73,3,0,47,70,INTERMEDIATE,Seguro de proteccion de pagos; Tarjeta de credito inicial; Prestamo personal
7741.71,57.03,5244.26,3,78.39,21.61,90,45,2,1,31,16,BASIC,Ahorro programado; Debito automatico
11053.17,62.35,8255.15,4,62.61,37.39,172,49,2,1,48,32,BASIC,Microcredito controlado; Debito automatico
5702.89,72.0,37441.11,6,45.45,54.55,360,56,2,1,65,46,BASIC,Ahorro programado; Programa de educacion financiera
9739.47,57.47,0.0,0,44.49,55.51,58,47,2,1,32,31,BASIC,Ahorro programado; Programa de educacion financiera
10114.67,83.13,16402.12,6,57.72,42.28,184,69,4,0,70,66,INTERMEDIATE,Tarjeta de credito inicial; Prestamo personal; Consolidacion de deuda; Seguro de proteccion de pagos
16876.81,88.71,12430.0,0,7.81,92.19,358,94,2,0,68,88,ADVANCED,Productos premium; Fondos mutuos
6994.21,78.28,0.0,0,16.41,83.59,217,79,3,0,43,74,ADVANCED,Linea paralela; Credito vehicular; Credito hipotecario
4670.61,90.39,1743.84,0,28.14,71.86,360,79,4,0,68,75,ADVANCED,Credito hipotecario; Productos premium; Credito vehicular; Fondos mutuos
6769.51,93.69,11737.13,1,9.66,90.34,105,91,3,0,29,91,ADVANCED,Linea paralela; Fondos mutuos; Productos premium
3262.82,72.37,10331.98,5,53.13,46.87,99,73,4,0,35,70,INTERMEDIATE,Prestamo personal; Credito de consumo; Seguro de proteccion de pagos; Consolidacion de deuda
9758.82,80.3,468.15,3,39.12,60.88,360,78,4,0,65,70,ADVANCED,Credito hipotecario; Cuenta sueldo premium; Fondos mutuos; Linea paralela
7234.27,88.19,13906.58,1,40.06,59.94,109,84,2,0,44,80,ADVANCED,Cuenta sueldo premium; Productos premium
3781.33,94.02,12670.34,1,36.24,63.76,119,90,4,0,34,87,ADVANCED,Linea paralela; Cuenta sueldo premium; Fondos mutuos; Productos premium
15873.14,92.12,0.0,1,52.81,47.19,234,83,4,0,64,73,ADVANCED,Credito vehicular; Credito hipotecario; Productos premium; Fondos mutuos
5470.65,88.09,0.0,0,29.42,70.58,107,77,3,0,30,73,ADVANCED,Credito hipotecario; Linea paralela; Credito vehicular
8339.12,85.01,37226.48,0,19.96,80.04,52,90,3,0,22,88,ADVANCED,Credito vehicular; Productos premium; Credito hipotecario
3606.44,45.03,1812.55,6,29.64,70.36,208,36,2,1,35,26,BASIC,Programa de educacion financiera; Cuenta de ahorro
6769.12,80.23,9618.82,4,58.68,41.32,255,75,2,0,49,70,INTERMEDIATE,Credito de consumo; Consolidacion de deuda
3539.43,82.28,10024.87,0,31.01,68.99,185,88,4,0,53,84,ADVANCED,Credito hipotecario; Linea paralela; Cuenta sueldo premium; Credito vehicular
6200.39,91.15,12765.55,0,49.68,50.32,153,85,4,0,39,81,ADVANCED,Credito hipotecario; Productos premium; Fondos mutuos; Linea paralela
6866.54,88.12,3665.78,1,21.02,78.98,286,83,2,0,42,79,ADVANCED,Linea paralela; Fondos mutuos
14206.7,61.33,44036.71,1,23.51,76.49,123,67,2,1,26,51,BASIC,Microcredito controlado; Programa de educacion financiera
9330.79,78.81,12953.95,0,19.07,80.93,293,86,2,0,60,81,ADVANCED,Credito hipotecario; Credito vehicular
2913.96,75.75,7781.97,1,10.06,89.94,91,85,3,0,38,84,ADVANCED,Fondos mutuos; Credito hipotecario; Linea paralela
9228.46,74.69,37748.68,1,41.33,58.67,54,83,4,0,30,78,ADVANCED,Credito hipotecario; Credito vehicular; Productos premium; Fondos mutuos
3388.4,89.97,24194.16,1,32.07,67.93,330,94,3,0,45,89,ADVANCED,Credito hipotecario; Cuenta sueldo premium; Linea paralela
10895.71,85.58,2932.1,0,17.89,82.11,360,84,3,0,62,78,ADVANCED,Credito vehicular; Fondos mutuos; Linea paralela
10596.29,68.22,11473.81,4,35.85,64.15,99,54,2,1,36,41,BASIC,Debito automatico; Programa de educacion financiera
4773.2,51.75,25455.91,4,27.79,72.21,88,60,2,1,27,46,BASIC,Cuenta de ahorro; Debito automatico
4012.59,58.63,0.0,1,60.48,39.52,56,41,2,1,23,25,BASIC,Debito automatico; Microcredito controlado
4841.58,70.94,0.0,1,21.93,78.07,189,54,2,1,65,41,BASIC,Programa de educacion financiera; Debito automatico
6299.73,85.06,4705.63,6,73.92,26.08,158,62,2,0,32,49,BASIC,Debito automatico; Programa de educacion financiera
7334.0,62.42,52006.32,1,52.18,47.82,199,88,2,0,57,76,ADVANCED,Linea paralela; Fondos mutuos
2376.47,70.59,489.15,4,38.59,61.41,86,64,3,0,23,61,INTERMEDIATE,Credito de consumo; Consolidacion de deuda; Tarjeta de credito inicial
4631.06,70.63,2515.52,6,60.81,39.19,33,32,2,1,21,24,BASIC,Debito automatico; Programa de educacion financiera
7143.92,75.51,18608.53,3,23.77,76.23,360,84,4,0,57,79,ADVANCED,Credito vehicular; Fondos mutuos; Productos premium; Credito hipotecario
11758.95,86.18,28509.26,0,23.6,76.4,58,92,3,0,28,88,ADVANCED,Fondos mutuos; Linea paralela; Cuenta sueldo premium
16669.15,57.3,58044.1,6,48.31,51.69,43,49,2,1,27,38,BASIC,Debito automatico; Microcredito controlado
8212.78,54.11,11355.99,1,60.33,39.67,128,52,2,1,28,34,BASIC,Programa de educacion financiera; Microcredito controlado
9900.39,60.89,29417.88,2,33.96,66.04,165,62,2,1,45,47,BASIC,Debito automatico; Ahorro programado
8453.32,54.27,15670.48,6,83.22,16.78,360,38,2,1,68,13,BASIC,Microcredito controlado; Programa de educacion financiera
7760.75,77.81,9807.12,0,34.15,65.85,82,77,3,0,35,72,ADVANCED,Linea paralela; Fondos mutuos; Cuenta sueldo premium
12975.11,87.13,20075.29,1,23.53,76.47,97,87,3,0,27,82,ADVANCED,Credito hipotecario; Credito vehicular; Cuenta sueldo premium
9158.81,31.63,51896.07,5,77.09,22.91,92,45,2,1,27,16,BASIC,Debito automatico; Ahorro programado
9007.53,90.96,13062.57,0,25.66,74.34,17,80,3,0,18,79,ADVANCED,Fondos mutuos; Credito hipotecario; Linea paralela
14404.71,85.7,4481.87,0,22.49,77.51,200,86,4,0,63,79,ADVANCED,Fondos mutuos; Credito vehicular; Linea paralela; Productos premium
12757.99,52.05,40666.48,1,63.49,36.51,287,58,2,1,70,38,BASIC,Debito automatico; Cuenta de ahorro
4733.0,85.43,14241.1,3,70.05,29.95,224,84,2,0,62,66,BASIC,Cuenta de ahorro; Debito automatico
15325.02,74.56,0.0,0,44.44,55.56,145,80,3,0,33,69,INTERMEDIATE,Seguro de proteccion de pagos; Prestamo personal; Credito de consumo
12168.09,85.61,0.0,1,43.29,56.71,70,77,3,0,33,70,ADVANCED,Credito hipotecario; Cuenta sueldo premium; Fondos mutuos
16507.39,60.54,102116.64,6,45.99,54.01,360,63,2,1,58,47,BASIC,Cuenta de ahorro; Programa de educacion financiera
5994.73,92.64,10438.71,3,49.61,50.39,61,77,3,0,27,74,ADVANCED,Credito hipotecario; Cuenta sueldo premium; Credito vehicular
11370.09,83.49,0.0,1,44.0,56.0,189,79,3,0,36,70,ADVANCED,Credito vehicular; Productos premium; Fondos mutuos
4464.88,88.52,7540.8,1,36.62,63.38,147,60,2,1,41,49,BASIC,Ahorro programado; Cuenta de ahorro
7943.0,98.73,22588.64,1,45.8,54.2,141,88,4,0,31,84,ADVANCED,Credito hipotecario; Linea paralela; Productos premium; Credito vehicular
11195.22,84.07,24403.58,2,57.53,42.47,135,86,3,0,44,78,ADVANCED,Credito hipotecario; Credito vehicular; Productos premium
4540.49,82.29,12953.38,0,23.96,76.04,91,85,3,0,36,84,ADVANCED,Linea paralela; Credito hipotecario; Productos premium
4488.13,86.96,3476.1,1,40.86,59.14,360,78,2,0,53,73,ADVANCED,Credito hipotecario; Linea paralela
8921.82,75.61,22367.06,0,56.3,43.7,147,85,2,0,44,77,ADVANCED,Linea paralela; Cuenta sueldo premium
4144.27,85.65,7299.74,5,36.89,63.11,156,74,3,0,29,74,INTERMEDIATE,Tarjeta de credito inicial; Prestamo personal; Seguro de proteccion de pagos
15665.43,79.7,35814.21,1,55.31,44.69,63,87,2,0,23,79,ADVANCED,Cuenta sueldo premium; Fondos mutuos
9636.27,88.55,22985.25,1,13.75,86.25,26,83,3,0,22,83,ADVANCED,Productos premium; Fondos mutuos; Credito vehicular
9886.19,72.15,10668.82,1,41.36,58.64,163,79,3,0,38,71,ADVANCED,Productos premium; Linea paralela; Cuenta sueldo premium
6867.04,63.51,20064.66,0,43.78,56.22,102,62,2,1,26,48,BASIC,Debito automatico; Microcredito controlado
11012.03,86.06,0.0,1,22.45,77.55,244,82,3,0,48,76,ADVANCED,Linea paralela; Cuenta sueldo premium; Productos premium
5450.55,95.6,5530.64,0,5.07,94.93,183,89,3,0,40,89,ADVANCED,Linea paralela; Fondos mutuos; Productos premium
4838.02,90.85,1524.64,6,45.15,54.85,360,64,2,0,62,64,INTERMEDIATE,Seguro de proteccion de pagos; Prestamo personal
13319.96,70.21,32851.69,3,57.81,42.19,318,81,3,0,65,70,ADVANCED,Credito hipotecario; Cuenta sueldo premium; Fondos mutuos
2904.75,90.33,5787.36,1,36.69,63.31,198,82,4,0,37,79,ADVANCED,Linea paralela; Fondos mutuos; Productos premium; Credito hipotecario
9763.36,87.11,0.0,1,49.75,50.25,118,77,2,0,28,69,INTERMEDIATE,Consolidacion de deuda; Prestamo personal
9071.38,89.63,0.0,4,30.73,69.27,360,76,4,0,70,72,INTERMEDIATE,Tarjeta de credito inicial; Credito de consumo; Consolidacion de deuda; Prestamo personal
5313.17,93.89,9465.69,0,9.32,90.68,224,87,2,0,40,86,ADVANCED,Productos premium; Cuenta sueldo premium
5677.78,46.31,21166.04,1,83.65,16.35,143,50,2,1,29,20,BASIC,Cuenta de ahorro; Ahorro programado
5574.78,100.0,12179.09,1,14.79,85.21,198,92,4,0,53,92,ADVANCED,Credito hipotecario; Cuenta sueldo premium; Fondos mutuos; Linea paralela
5945.05,74.95,18390.68,0,16.45,83.55,61,61,2,1,25,52,BASIC,Debito automatico; Programa de educacion financiera
4412.18,85.84,12248.55,1,55.28,44.72,142,83,3,0,30,78,ADVANCED,Fondos mutuos; Cuenta sueldo premium; Productos premium
9745.78,54.66,49795.31,6,66.86,33.14,141,50,2,1,35,25,BASIC,Microcredito controlado; Ahorro programado
4317.89,86.41,4950.28,3,22.54,77.46,99,79,3,0,38,76,ADVANCED,Credito hipotecario; Fondos mutuos; Credito vehicular
5410.35,73.88,17601.0,2,14.53,85.47,97,64,2,1,28,55,BASIC,Debito automatico; Microcredito controlado
6008.64,61.23,23383.08,4,55.28,44.72,178,55,2,1,46,41,BASIC,Ahorro programado; Microcredito controlado
7389.34,70.54,22188.15,0,49.66,50.34,141,81,4,0,28,74,ADVANCED,Credito hipotecario; Credito vehicular; Productos premium; Linea paralela
15894.25,56.58,0.0,5,42.17,57.83,236,49,2,1,42,32,BASIC,Cuenta de ahorro; Debito automatico
5070.1,81.73,3158.11,1,34.83,65.17,170,77,4,0,38,72,ADVANCED,Credito hipotecario; Linea paralela; Fondos mutuos; Credito vehicular
11631.4,63.35,0.0,1,55.06,44.94,302,53,2,1,58,34,BASIC,Ahorro programado; Microcredito controlado
10852.57,65.0,13287.38,6,64.91,35.09,23,38,2,1,21,28,BASIC,Programa de educacion financiera; Debito automatico
4713.03,67.46,17761.76,1,66.29,33.71,315,78,2,0,48,60,BASIC,Ahorro programado; Programa de educacion financiera
4904.03,44.65,19319.19,2,55.35,44.65,94,52,2,1,29,36,BASIC,Cuenta de ahorro; Ahorro programado
3612.65,85.34,0.0,3,65.62,34.38,147,70,2,0,41,52,BASIC,Programa de educacion financiera; Debito automatico
5962.68,89.76,16882.71,1,41.86,58.14,297,85,3,0,44,81,ADVANCED,Credito vehicular; Cuenta sueldo premium; Productos premium
15299.1,85.65,15629.02,0,0.54,99.46,22,86,4,0,18,84,ADVANCED,Credito hipotecario; Fondos mutuos; Productos premium; Credito vehicular
7569.46,84.32,24719.63,1,39.11,60.89,12,79,3,0,21,77,ADVANCED,Linea paralela; Credito vehicular; Credito hipotecario
4939.01,63.24,20593.42,1,55.95,44.05,119,60,2,1,31,44,BASIC,Microcredito controlado; Cuenta de ahorro
8867.74,99.78,15309.47,0,30.75,69.25,81,84,4,0,31,82,ADVANCED,Cuenta sueldo premium; Credito hipotecario; Credito vehicular; Productos premium
3873.06,78.18,0.0,1,11.49,88.51,247,77,4,0,44,73,ADVANCED,Fondos mutuos; Cuenta sueldo premium; Productos premium; Linea paralela
5460.57,96.25,38238.44,1,9.22,90.78,285,100,2,0,43,97,ADVANCED,Fondos mutuos; Productos premium
4172.23,88.35,552.59,0,44.5,55.5,44,69,3,0,21,66,INTERMEDIATE,Credito de consumo; Prestamo personal; Consolidacion de deuda
7098.38,83.65,9076.03,6,58.6,41.4,70,62,3,0,25,61,INTERMEDIATE,Seguro de proteccion de pagos; Tarjeta de credito inicial; Prestamo personal
4662.34,86.62,12547.26,0,33.76,66.24,42,78,2,0,21,77,ADVANCED,Cuenta sueldo premium; Linea paralela
12155.17,91.06,56651.25,1,19.64,80.36,121,96,3,0,45,92,ADVANCED,Credito hipotecario; Credito vehicular; Fondos mutuos
3860.48,90.17,16330.99,1,41.78,58.22,309,88,2,0,45,84,ADVANCED,Linea paralela; Fondos mutuos
5186.09,81.74,25009.47,1,14.97,85.03,100,93,4,0,26,89,ADVANCED,Fondos mutuos; Linea paralela; Productos premium; Cuenta sueldo premium
3886.75,75.48,8722.57,0,43.32,56.68,112,76,3,0,38,71,ADVANCED,Credito vehicular; Productos premium; Credito hipotecario
12987.73,91.16,0.0,1,23.2,76.8,280,85,3,0,45,79,ADVANCED,Fondos mutuos; Productos premium; Cuenta sueldo premium
11707.01,81.03,25875.12,0,35.41,64.59,47,83,2,0,26,79,ADVANCED,Cuenta sueldo premium; Credito hipotecario
10265.5,57.54,28587.22,1,53.06,46.94,107,57,2,1,27,40,BASIC,Debito automatico; Programa de educacion financiera
9975.29,81.04,16063.29,0,36.39,63.61,165,88,3,0,33,82,ADVANCED,Credito hipotecario; Credito vehicular; Cuenta sueldo premium
11928.47,54.2,41361.22,0,47.52,52.48,46,56,2,1,24,41,BASIC,Ahorro programado; Debito automatico
13701.43,74.94,23409.04,0,16.35,83.65,73,65,2,1,27,53,BASIC,Debito automatico; Cuenta de ahorro
5654.62,67.83,18077.25,1,34.72,65.28,99,60,2,1,42,48,BASIC,Programa de educacion financiera; Microcredito controlado
7006.68,44.43,21997.39,1,57.48,42.52,54,49,2,1,21,33,BASIC,Debito automatico; Cuenta de ahorro
11955.98,60.48,10601.43,6,56.85,43.15,303,42,2,1,60,28,BASIC,Programa de educacion financiera; Microcredito controlado
6886.64,81.78,19182.37,4,32.47,67.53,221,82,2,0,40,80,INTERMEDIATE,Prestamo personal; Credito de consumo
4051.74,64.0,4625.01,0,64.14,35.86,46,45,2,1,23,31,BASIC,Debito automatico; Cuenta de ahorro
7212.79,93.85,9216.32,1,21.47,78.53,87,87,4,0,24,86,ADVANCED,Credito vehicular; Cuenta sueldo premium; Credito hipotecario; Linea paralela
11305.91,97.15,16364.26,1,6.36,93.64,211,94,3,0,65,92,ADVANCED,Credito hipotecario; Credito vehicular; Cuenta sueldo premium
13862.21,72.69,11118.73,1,52.95,47.05,247,80,4,0,68,69,INTERMEDIATE,Consolidacion de deuda; Tarjeta de credito inicial; Prestamo personal; Seguro de proteccion de pagos
10003.24,87.16,59684.51,0,4.59,95.41,107,100,3,0,42,96,ADVANCED,Linea paralela; Credito vehicular; Productos premium
7050.64,77.87,22926.37,1,52.45,47.55,86,83,3,0,28,77,ADVANCED,Fondos mutuos; Productos premium; Credito vehicular
7270.0,96.74,5463.57,1,46.5,53.5,27,75,3,0,21,72,ADVANCED,Productos premium; Fondos mutuos; Linea paralela
4000.09,92.63,18713.08,5,25.11,74.89,204,85,2,0,36,86,INTERMEDIATE,Credito de consumo; Seguro de proteccion de pagos
11805.83,82.38,29888.4,1,35.97,64.03,88,84,3,0,30,78,ADVANCED,Cuenta sueldo premium; Credito vehicular; Fondos mutuos
6313.98,68.98,26011.18,1,21.15,78.85,146,65,2,1,52,54,BASIC,Microcredito controlado; Cuenta de ahorro
7004.99,78.17,33194.82,1,23.6,76.4,141,94,2,0,55,88,ADVANCED,Linea paralela; Credito vehicular
5586.27,72.67,0.0,6,49.71,50.29,360,39,2,1,57,29,BASIC,Programa de educacion financiera; Cuenta de ahorro
9778.73,79.87,16871.03,1,24.49,75.51,180,64,2,1,35,51,BASIC,Programa de educacion financiera; Ahorro programado
8467.81,57.54,14499.09,1,64.47,35.53,360,54,2,1,68,36,BASIC,Microcredito controlado; Ahorro programado
9541.27,59.6,41214.75,6,46.05,53.95,139,51,2,1,30,40,BASIC,Programa de educacion financiera; Microcredito controlado
8134.91,76.49,22580.5,1,26.46,73.54,48,60,2,1,21,50,BASIC,Programa de educacion financiera; Microcredito controlado
5425.31,100.0,30472.5,0,32.96,67.04,36,90,3,0,20,89,ADVANCED,Productos premium; Credito vehicular; Linea paralela
9727.49,74.42,7663.82,1,34.54,65.46,93,80,3,0,26,74,ADVANCED,Fondos mutuos; Linea paralela; Credito hipotecario
7379.3,86.96,10864.15,0,47.24,52.76,224,80,2,0,39,74,ADVANCED,Fondos mutuos; Productos premium
6427.55,84.27,13910.43,0,14.14,85.86,132,85,3,0,33,82,ADVANCED,Fondos mutuos; Credito hipotecario; Cuenta sueldo premium
8697.84,65.07,0.0,2,29.01,70.99,360,55,2,1,70,39,BASIC,Cuenta de ahorro; Debito automatico
4216.45,76.8,7020.42,2,20.18,79.82,184,64,2,1,34,54,BASIC,Programa de educacion financiera; Ahorro programado
2680.26,68.54,6529.83,5,27.22,72.78,19,44,2,1,18,40,BASIC,Debito automatico; Programa de educacion financiera
11042.33,87.28,9141.45,2,28.53,71.47,343,85,3,0,49,79,ADVANCED,Cuenta sueldo premium; Credito hipotecario; Linea paralela
6632.31,80.47,17506.27,1,19.41,80.59,323,86,4,0,51,82,ADVANCED,Linea paralela; Fondos mutuos; Credito hipotecario; Credito vehicular
3401.9,44.68,16612.61,1,46.38,53.62,145,56,2,1,50,40,BASIC,Debito automatico; Microcredito controlado
7652.22,74.78,8464.75,5,57.04,42.96,360,69,4,0,56,65,INTERMEDIATE,Seguro de proteccion de pagos; Consolidacion de deuda; Prestamo personal; Tarjeta de credito inicial
4371.69,88.24,0.0,0,7.53,92.47,173,80,2,0,45,78,ADVANCED,Credito vehicular; Fondos mutuos
5424.94,97.52,31011.2,4,32.75,67.25,273,93,2,0,54,90,INTERMEDIATE,Consolidacion de deuda; Seguro de proteccion de pagos
12305.86,99.38,14596.73,1,32.94,67.06,39,87,2,0,25,85,ADVANCED,Credito vehicular; Linea paralela
4677.85,70.08,10459.2,2,66.91,33.09,249,74,2,0,40,56,BASIC,Ahorro programado; Programa de educacion financiera
13064.24,87.52,20813.99,2,31.79,68.21,199,88,2,0,38,81,ADVANCED,Credito vehicular; Productos premium
4734.49,47.99,35814.94,1,88.4,11.6,87,54,2,1,35,23,BASIC,Debito automatico; Programa de educacion financiera
6125.66,84.0,0.0,0,32.08,67.92,175,77,4,0,52,71,ADVANCED,Credito hipotecario; Linea paralela; Productos premium; Cuenta sueldo premium
7099.75,80.42,31246.84,2,75.94,24.06,124,88,2,0,32,66,BASIC,Programa de educacion financiera; Microcredito controlado
1411.35,84.84,1643.77,1,48.16,51.84,332,77,4,0,47,73,ADVANCED,Credito hipotecario; Cuenta sueldo premium; Credito vehicular; Linea paralela
5805.29,75.63,0.0,1,36.7,63.3,193,74,4,0,35,67,INTERMEDIATE,Consolidacion de deuda; Credito de consumo; Seguro de proteccion de pagos; Prestamo personal
